,Unnamed: 0,distance_subway
28811,110274,798
28812,110275,798
28813,110276,225
28814,110278,4904
28816,110283,289
28817,110284,289
28818,110299,2599
28819,110300,519
28821,110302,603
28822,110303,122
28823,110304,70
28824,110305,96
28825,110306,411
28826,110307,585
28828,110309,267
28829,110311,122
28830,110312,173
28831,110313,1359
28832,110314,232
28833,110315,239
28834,110316,247
28835,110317,507
28836,110318,185
28837,110319,122
28838,110320,83
28839,110321,151
28840,110322,183
28842,110324,122
28844,110326,382
28847,110330,253
28848,110331,502
28849,110332,70
28850,110333,282
28851,110334,391
28852,110335,621
28853,110336,62
28855,110338,73
28856,110339,1292
28857,110340,502
28858,110341,1138
28859,110342,1138
28860,110343,277
28861,110344,309
28862,110345,294
28863,110346,411
28864,110347,160
28865,110348,129
28866,110349,370
28867,110350,298
28868,110351,5316
28869,110352,5229
28870,110353,383
28871,110354,72
28872,110355,39
28873,110356,221
28874,110357,340
28875,110358,344
28876,110359,3477
28877,110360,4022
28878,110361,5229
28879,110362,5336
28880,110363,588
28882,110365,509
28883,110366,291
28884,110368,418
28886,110371,593
28887,110372,85
28888,110373,502
28889,110374,1269
28890,110374,1269
28891,110375,394
28892,110376,607
28893,110377,344
28894,110378,1734
28895,110379,759
28896,110380,1304
28897,110380,1304
28898,110381,542
28899,110382,122
28900,110383,3419
28903,110386,94
28904,110387,122
28905,110388,382
28906,110389,359
28907,110390,586
28908,110391,70
28910,110393,1138
28916,110399,144
28917,110400,70
28918,110401,289
28919,110402,614
28920,110403,717
28921,110404,25
28922,110405,482
28924,110407,418
28925,110408,618
28926,110409,4517
28927,110410,369
28928,110411,70
28929,110413,445
28930,110414,502
28931,110415,1327
28932,110415,1327
28933,110416,93
28935,110418,344
28937,110420,70
28938,110422,344
28939,110423,70
28940,110424,502
28941,110425,502
28944,110428,3477
28946,110430,3463
28947,110431,2599
28948,110432,1651
28949,110433,70
28950,110434,905
28951,110435,1292
28952,110436,3463
28953,110437,25
28954,110438,96
28955,110439,502
28956,110440,502
28957,110441,502
28958,110442,344
28959,110443,185
28960,110444,369
28961,110445,185
28962,110446,294
28963,110447,502
28964,110448,70
28965,110449,502
28967,110451,105
28968,110452,1138
28969,110453,3463
28970,110454,792
28971,110455,502
28972,110456,502
28974,110458,1651
28975,110459,502
28977,110461,185
28978,110462,185
28979,110463,1121
28980,110464,185
28981,110465,344
28982,110466,25
28983,110467,344
28984,110468,1138
28985,110469,70
28987,110471,83
28988,110472,1138
28989,110473,122
28990,110474,185
28991,110475,105
28993,110477,185
28994,110478,183
28995,110479,70
28996,110480,1935
28997,110480,1935
28998,110493,229
28999,110494,867
29000,110497,1729
29001,110497,1729
29002,110498,1729
29003,110498,1729
29004,110531,286
29005,110532,1443
29006,110533,1443
29007,110534,1443
29008,110535,402
29009,110536,412
29010,110537,407
29011,110538,242
29012,110539,3824
29013,110540,283
29014,110542,882
29015,110580,4526
29016,110585,4565
29017,110597,2963
29018,110598,4842
29019,110656,543
29020,110659,2343
29021,110660,67
29022,110661,143
29024,110665,306
29025,110668,844
29026,110669,273
29027,110670,616
29028,110671,216
29029,110672,480
29030,110673,216
29031,110674,344
29032,110675,344
29035,110681,334
29036,110682,180
29037,110683,484
29039,110691,292
29040,110692,294
29041,110693,292
29042,110699,689
29043,110700,164
29044,110701,640
29045,110702,122
29046,110704,196
29047,110705,281
29048,110709,520
29052,110716,343
29053,110719,382
29054,110720,368
29056,110723,282
29057,110724,186
29058,110725,282
29059,110728,897
29060,110729,897
29061,110730,310
29062,110732,1132
29063,110733,122
29064,110734,1121
29065,110736,593
29066,110737,354
29068,110739,70
29070,110744,1
29072,110746,516
29073,110749,70
29074,110750,4708
29075,110752,252
29076,110753,1118
29077,110754,1435
29078,110755,234
29079,110763,519
29080,110764,425
29081,110766,1905
29083,110770,853
29084,110771,502
29085,110776,282
29086,110777,816
29087,110778,2014
29088,110779,2014
29089,110780,2014
29090,110781,5376
29091,110783,79
29092,110790,659
29093,110795,522
29094,110797,4931
29095,110798,5294
29096,110799,645
29097,110801,485
29099,110809,215
29100,110819,54
29101,110829,330
29102,110830,341
29103,110835,392
29104,110842,274
29105,110843,344
29106,110854,1211
29107,110855,1104
29108,110856,966
29110,110875,3468
29111,110876,2854
29112,110877,144
29113,110878,1083
29114,110886,215
29115,110890,281
29116,110894,493
29117,110901,790
29118,110907,167
29119,110932,260
29120,110933,557
29121,110934,1893
29122,110934,1893
29123,110935,501
29124,110936,1119
29126,110939,139
29127,110941,321
29128,110942,379
29129,110958,1261
29130,110958,1261
29131,110959,356
29132,110960,322
29133,110961,314
29136,110969,783
29137,110972,281
29138,110983,58
29139,110990,322
29140,110992,339
29141,110993,4172
29142,110994,2853
29143,110995,297
29144,111000,575
29145,111004,33
29146,111018,724
29147,111020,832
29148,111021,1305
29149,111022,188
29151,111049,613
29152,111050,613
29153,111051,613
29154,111052,613
29155,111081,4616
29156,111085,982
29157,111086,286
29158,111087,1081
29159,111087,1081
29160,111088,536
29161,111089,325
29162,111090,537
29163,111091,537
29164,111092,537
29165,111093,380
29166,111094,560
29167,111095,409
29169,111097,899
29170,111098,734
29171,111099,1592
29172,111100,1592
29173,111101,754
29176,111104,734
29177,111105,25
29178,111106,25
29179,111107,122
29180,111108,122
29181,111109,25
29182,111111,25
29183,111112,1125
29184,111113,1125
29185,111114,449
29186,111115,194
29187,111116,401
29188,111117,401
29189,111118,401
29191,111120,341
29192,111121,179
29193,111122,205
29194,111123,205
29195,111129,258
29196,111130,634
29197,111132,476
29198,111133,135
29199,111134,165
29201,111136,122
29202,111137,294
29203,111139,255
29204,111140,502
29206,111147,332
29207,111148,469
29208,111150,343
29211,111155,120
29213,111158,107
29214,111160,1060
29215,111163,59
29216,111167,1151
29217,111174,395
29218,111175,1317
29219,111177,1247
29220,111179,157
29221,111181,325
29225,111189,218
29228,111195,1403
29230,111215,1121
29231,111220,502
29233,111224,486
29234,111225,1121
29235,111236,3105
29236,111244,502
29237,111248,670
29238,111257,373
29239,111258,1136
29240,111265,4522
29241,111280,556
29242,111287,75
29243,111288,477
29245,111307,549
29247,111313,4522
29249,111319,804
29251,111336,137
29252,111339,304
29253,111352,1313
29254,111355,874
29255,111356,219
29256,111363,639
29257,111366,567
29258,111376,58
29259,111378,319
29260,111387,1131
29262,111390,554
29263,111391,265
29265,111394,619
29266,111395,3122
29267,111396,1362
29268,111397,848
29269,111402,856
29270,111412,537
29271,111413,628
29272,111419,156
29273,111421,319
29274,111422,365
29275,111423,210
29276,111424,920
29277,111425,252
29279,111428,319
29280,111429,273
29281,111430,5733
29282,111431,3825
29283,111432,326
29284,111433,3270
29285,111434,4
29286,111435,1647
29287,111435,1647
29288,111442,87
29289,111446,777
29290,111460,618
29291,111462,348
29292,111463,1893
29293,111465,868
29295,111467,70
29297,111476,868
29298,111478,124
29300,111487,913
29301,111488,1506
29302,111489,190
29304,111491,1228
29306,111494,523
29307,111495,574
29308,111497,303
29309,111499,502
29310,111500,274
29311,111501,119
29314,111510,175
29315,111513,2863
29317,111518,303
29318,111526,456
29319,111527,3081
29320,111530,249
29321,111532,235
29322,111540,1318
29323,111541,232
29324,111543,235
29325,111544,235
29327,111563,815
29328,111564,695
29329,111566,951
29330,111567,276
29331,111568,220
29332,111580,303
29333,111581,1645
29334,111581,1645
29335,111582,309
29336,111583,1516
29337,111583,1516
29338,111589,168
29339,111590,230
29340,111591,213
29341,111593,396
29342,111594,2594
29343,111595,402
29345,111603,305
29346,111612,234
29347,111613,244
29348,111614,2413
29349,111616,595
29350,111617,4649
29351,111619,173
29352,111621,410
29353,111628,660
29354,111629,769
29356,111631,195
29357,111632,195
29358,111633,184
29359,111634,924
29360,111635,354
29361,111636,2708
29362,111644,154
29363,111645,154
29364,111646,490
29366,111648,982
29367,111651,217
29369,111653,668
29370,111654,1141
29371,111661,604
29372,111662,1960
29374,111664,242
29375,111665,469
29376,111669,786
29377,111670,786
29378,111671,786
29379,111672,786
29380,111674,355
29381,111675,355
29382,111677,1377
29385,111682,335
29386,111683,902
29387,111685,264
29388,111686,1247
29389,111699,1054
29390,111743,655
29391,111744,321
29392,111749,110
29393,111751,2418
29394,111754,305
29396,111767,607
29397,111769,110
29398,111770,110
29399,111771,110
29400,111772,110
29401,111773,110
29402,111774,110
29403,111775,110
29404,111776,110
29405,111777,110
29406,111778,110
29407,111779,110
29408,111780,110
29409,111781,110
29410,111782,110
29411,111783,110
29412,111784,110
29413,111785,110
29414,111786,110
29415,111787,110
29416,111788,110
29417,111789,110
29418,111790,110
29419,111791,110
29420,111792,110
29421,111793,110
29422,111794,110
29423,111795,110
29424,111796,110
29425,111797,110
29426,111798,110
29427,111799,110
29428,111800,110
29429,111801,110
29430,111802,110
29431,111803,110
29432,111804,110
29433,111805,110
29434,111806,110
29435,111807,110
29436,111808,110
29437,111809,110
29438,111810,110
29439,111811,110
29440,111812,110
29441,111813,110
29442,111814,110
29443,111815,110
29444,111816,110
29445,111817,110
29446,111818,110
29447,111819,110
29448,111820,110
29449,111821,110
29450,111822,110
29451,111823,110
29452,111824,110
29453,111825,110
29454,111826,110
29455,111827,110
29456,111828,110
29457,111829,110
29458,111830,110
29459,111900,72
29460,111901,72
29461,111902,2418
29462,111903,232
29463,111905,981
29464,111910,877
29465,111914,58
29466,111916,2418
29467,111921,208
29468,111983,265
29469,111986,384
29470,111989,484
29471,111992,131
29472,111994,842
29473,112001,1636
29474,112003,611
29476,112011,672
29477,112012,94
29479,112018,596
29480,112024,2418
29481,112025,465
29482,112026,265
29483,112027,265
29484,112028,265
29485,112030,265
29486,112031,265
29487,112032,265
29488,112033,265
29489,112034,265
29490,112039,408
29491,112044,268
29492,112048,62
29493,112057,408
29494,112061,1056
29495,112064,1056
29496,112065,344
29497,112066,1056
29499,112070,408
29500,112073,3485
29501,112074,1056
29503,112092,484
29504,112094,3485
29506,112105,219
29507,112107,1130
29508,112108,1130
29509,112108,1130
29510,112109,1130
29511,112110,1130
29512,112110,1130
29515,112155,132
29516,112156,2891
29517,112158,667
29518,112166,695
29519,112181,179
29520,112185,179
29521,112186,134
29523,112192,179
29524,112197,5778
29525,112210,578
29526,112212,578
29527,112220,231
29528,112221,798
29529,112222,798
29530,112223,798
29531,112224,798
29532,112225,798
29533,112226,798
29534,112227,798
29535,112228,798
29536,112229,798
29537,112230,798
29538,112231,798
29539,112232,798
29540,112233,798
29541,112234,798
29542,112235,798
29543,112236,798
29544,112237,798
29545,112238,798
29546,112239,798
29547,112240,798
29548,112241,798
29549,112242,798
29550,112243,255
29551,112244,288
29553,112250,484
29554,112251,484
29555,112252,484
29556,112253,484
29557,112254,484
29558,112255,484
29560,112263,8
29563,112267,8
29564,112269,318
29565,112274,798
29567,112278,362
29569,112282,717
29570,112283,272
29571,112285,1784
29572,112287,312
29573,112288,409
29577,112298,617
29578,112300,842
29579,112301,655
29580,112302,655
29581,112303,655
29582,112304,655
29583,112305,655
29584,112307,655
29585,112308,655
29586,112309,655
29587,112310,655
29588,112311,655
29589,112312,655
29590,112313,655
29591,112314,655
29592,112315,655
29593,112316,655
29594,112317,655
29595,112318,655
29596,112319,655
29597,112320,655
29598,112322,72
29599,112326,160
29600,112328,655
29601,112329,655
29602,112330,655
29603,112331,655
29604,112332,655
29605,112333,655
29606,112334,655
29607,112335,655
29608,112336,655
29609,112337,655
29610,112338,655
29611,112339,655
29612,112340,655
29613,112341,655
29614,112342,655
29615,112343,655
29616,112344,655
29617,112345,655
29618,112346,655
29620,112350,155
29621,112351,155
29622,112361,1308
29623,112363,157
29624,112384,2103
29625,112392,221
29626,112394,221
29627,112396,221
29629,112405,201
29630,112407,201
29631,112408,335
29632,112410,974
29633,112411,397
29635,112418,244
29636,112420,1287
29639,112430,561
29640,112431,143
29642,112459,530
29643,112467,823
29644,112501,1308
29645,112502,1318
29648,112506,974
29649,112507,974
29650,112508,719
29652,112527,3187
29653,112531,224
29654,112532,1438
29655,112532,1438
29658,112540,484
29661,112573,2789
29662,112592,146
29665,112601,457
29666,112602,2789
29667,112618,128
29668,112619,798
29670,112622,2789
29671,112623,467
29672,112624,2789
29673,112629,402
29674,112630,402
29675,112634,177
29677,112637,74
29678,112640,1037
29679,112641,732
29680,112642,244
29681,112643,495
29686,112648,798
29687,112649,798
29688,112650,655
29689,112651,655
29690,112652,655
29691,112653,655
29692,112654,484
29693,112655,484
29694,112656,484
29695,112657,484
29696,112658,484
29697,112659,484
29698,112660,201
29699,112661,131
29700,112662,131
29701,112663,611
29702,112664,611
29703,112665,131
29704,112666,131
29705,112667,131
29706,112668,72
29707,112669,72
29708,112714,484
29709,112715,691
29710,112716,691
29711,112717,691
29712,112718,380
29713,112719,380
29714,112720,380
29715,112721,380
29719,112728,798
29720,112753,237
29722,112761,72
29723,112762,1068
29747,112787,2789
29748,112789,244
29749,112790,244
29750,112794,244
29751,112796,2789
29752,112797,244
29753,112799,309
29754,112800,244
29755,112801,72
29756,112802,244
29757,112803,244
29758,112807,72
29759,112808,309
29760,112809,309
29761,112810,309
29762,112811,309
29763,112812,309
29764,112814,309
29765,112815,309
29767,112817,72
29768,112821,201
29769,112822,201
29770,112823,201
29771,112824,201
29772,112825,201
29773,112826,201
29774,112827,201
29775,112828,201
29776,112829,201
29777,112830,201
29778,112831,201
29779,112832,201
29780,112833,201
29781,112834,201
29782,112835,201
29783,112836,201
29784,112837,201
29785,112838,201
29786,112839,201
29787,112840,201
29788,112841,201
29789,112842,201
29790,112843,201
29791,112844,201
29792,112845,201
29793,112846,201
29794,112847,201
29795,112851,309
29796,112852,244
29797,112853,201
29798,112854,309
29799,112855,309
29800,112856,309
29801,112857,309
29802,112858,309
29803,112860,201
29804,112863,691
29805,112865,1501
29807,112869,798
29808,112871,287
29809,112873,201
29810,112874,201
29811,112875,201
29812,112876,201
29813,112877,201
29814,112880,201
29815,112883,290
29816,112888,2325
29818,112901,303
29819,112902,303
29820,112914,297
29821,112929,458
29823,112942,676
29824,112958,514
29825,112961,555
29826,112962,555
29827,112966,1699
29829,112974,369
29830,112981,364
29831,112982,302
29832,112983,488
29833,112984,81
29834,112989,397
29835,112990,361
29836,112995,1363
29837,112996,799
29838,112998,610
29839,112999,610
29840,113000,382
29841,113001,448
29842,113003,250
29843,113006,383
29845,113008,216
29847,113015,75
29848,113016,75
29849,113022,330
29850,113023,266
29851,113024,246
29852,113025,277
29853,113026,242
29854,113027,3824
29855,113029,267
29857,113031,394
29858,113032,912
29859,113033,912
29860,113034,912
29861,113035,912
29862,113036,912
29863,113037,912
29864,113038,912
29865,113039,912
29866,113040,912
29867,113041,912
29869,113048,162
29870,113051,411
29871,113052,372
29872,113058,530
29873,113065,330
29875,113068,1799
29876,113071,1317
29877,113072,1242
29879,113077,1241
29880,113077,1241
29881,113078,64
29882,113081,143
29883,113082,575
29884,113083,87
29885,113084,87
29888,113087,239
29889,113095,290
29890,113096,457
29891,113097,203
29893,113099,259
29894,113100,135
29898,113109,170
29899,113112,175
29900,113120,635
29901,113121,635
29902,113122,635
29903,113123,635
29904,113124,274
29905,113126,253
29906,113127,325
29908,113129,574
29909,113130,260
29910,113131,5358
29911,113132,5517
29912,113133,285
29913,113134,423
29914,113135,131
29915,113136,507
29917,113155,2844
29918,113168,218
29919,113169,484
29920,113170,594
29921,113171,666
29922,113172,145
29923,113173,350
29924,113181,306
29925,113200,156
29927,113211,545
29928,113212,262
29929,113300,2142
29930,113303,5138
29931,113374,461
29932,113375,461
29933,113376,461
29934,113377,461
29935,113378,185
29936,113379,461
29937,113380,461
29938,113381,461
29939,113382,185
29940,113383,461
29941,113384,461
29943,113430,97
29945,113432,97
29948,113435,896
29950,113437,202
29953,113440,549
29954,113441,385
29956,113443,401
29957,113444,840
29958,113445,1845
29959,113445,1845
29961,113449,294
29962,113450,949
29963,113451,337
29966,113454,446
29967,113455,94
29968,113456,634
29969,113457,502
29970,113459,448
29971,113460,783
29972,113461,318
29973,113462,122
29975,113468,356
29976,113471,983
29977,113477,315
29978,113478,282
29979,113481,502
29981,113483,142
29982,113493,357
29983,113503,360
29984,113512,185
29985,113513,1
29986,113514,135
29988,113518,502
29992,113536,577
29993,113537,374
29996,113546,1121
29997,113548,1121
29999,113550,974
30000,113551,697
30001,113552,1015
30002,113554,1074
30003,113556,122
30004,113558,295
30005,113560,295
30006,113565,256
30007,113567,1069
30008,113568,697
30009,113569,283
30010,113571,418
30011,113574,147
30013,113576,147
30014,113577,70
30015,113578,149
30017,113589,483
30018,113590,791
30020,113592,441
30021,113594,395
30024,113597,3477
30025,113599,122
30027,113604,1062
30028,113605,276
30029,113606,191
30030,113607,142
30031,113608,353
30032,113609,342
30033,113612,37
30034,113615,1571
30035,113616,1651
30036,113617,1651
30037,113618,1695
30038,113618,1695
30039,113620,231
30040,113621,109
30041,113624,1952
30042,113638,58
30043,113639,400
30044,113646,367
30045,113647,4673
30046,113648,2465
30048,113650,459
30049,113651,82
30050,113652,21
30051,113653,21
30054,113670,3434
30055,113672,374
30056,113674,147
30057,113682,1027
30058,113686,224
30060,113689,5761
30061,113695,827
30062,113697,618
30063,113700,2242
30064,113701,284
30065,113709,2418
30066,113738,377
30067,113740,684
30068,113748,662
30069,113749,742
30070,113751,73
30071,113756,316
30072,113761,458
30073,113763,304
30074,113772,2538
30075,113773,1893
30076,113773,1893
30077,113832,614
30078,113836,513
30079,113842,466
30080,113861,448
30081,113863,513
30082,113867,5148
30083,113892,4323
30084,113898,318
30085,113900,66
30086,113901,309
30087,113902,3282
30088,113907,244
30089,113908,403
30090,113911,369
30092,113922,855
30095,113926,253
30096,113927,316
30097,113929,792
30098,113933,107
30099,113935,600
30100,113937,113
30101,113938,1647
30102,113939,277
30103,113940,269
30105,113942,286
30107,113944,840
30108,113945,1026
30109,113946,143
30110,113947,379
30111,113948,379
30112,113949,379
30113,113950,2316
30114,113951,391
30115,113952,481
30116,113953,482
30117,113954,792
30118,113955,827
30119,113956,333
30120,113960,600
30125,113966,358
30126,113967,733
30127,113968,498
30128,113969,502
30129,113970,749
30130,113971,344
30131,113972,957
30132,113973,111
30133,113974,151
30135,113978,486
30136,113979,185
30138,113982,415
30139,113983,64
30141,113987,122
30143,113989,122
30145,113995,344
30146,113996,713
30147,113998,447
30150,114003,454
30151,114006,121
30152,114007,675
30155,114010,453
30156,114015,1347
30157,114015,1347
30158,114020,278
30159,114021,81
30161,114023,502
30162,114026,1711
30163,114026,1711
30164,114028,186
30165,114030,278
30167,114032,278
30168,114033,629
30169,114034,186
30170,114035,629
30172,114044,510
30173,114045,375
30175,114049,556
30176,114053,1144
30177,114055,270
30178,114057,486
30179,114058,3262
30180,114059,344
30182,114061,344
30183,114062,344
30184,114063,344
30185,114064,355
30186,114065,344
30187,114066,308
30188,114067,486
30189,114068,382
30190,114070,243
30191,114071,185
30192,114073,486
30193,114075,185
30194,114082,411
30195,114083,122
30197,114087,5138
30198,114088,1121
30202,114099,23
30203,114100,1062
30204,114101,962
30205,114104,174
30206,114105,3089
30207,114106,683
30208,114107,3089
30209,114120,3568
30210,114124,1253
30211,114129,433
30212,114130,78
30213,114134,372
30214,114135,304
30216,114146,173
30217,114151,4892
30218,114152,4052
30219,114154,1360
30222,114157,379
30223,114158,379
30224,114159,379
30225,114160,379
30226,114164,94
30227,114168,5824
30228,114174,327
30229,114177,480
30230,114183,124
30231,114184,544
30233,114187,417
30235,114191,131
30236,114192,749
30237,114194,749
30238,114195,410
30239,114201,497
30240,114206,514
30241,114214,402
30242,114216,424
30243,114217,684
30244,114218,268
30245,114219,622
30247,114223,657
30249,114272,262
30250,114273,320
30252,114275,877
30253,114277,528
30254,114278,286
30255,114280,505
30256,114281,281
30257,114285,201
30258,114286,812
30259,114299,846
30260,114300,4242
30261,114304,379
30262,114309,525
30263,114310,617
30264,114320,131
30266,114326,424
30267,114333,201
30268,114335,200
30269,114337,343
30270,114340,256
30271,114341,460
30272,114342,650
30273,114355,223
30274,114356,124
30275,114357,40
30276,114358,133
30277,114359,89
30278,114362,1757
30283,114369,284
30285,114374,103
30286,114375,261
30287,114376,265
30288,114377,540
30289,114378,690
30290,114381,695
30291,114382,209
30292,114383,798
30293,114384,202
30294,114387,617
30295,114388,281
30297,114390,716
30298,114391,63
30299,114398,497
30302,114401,324
30303,114402,317
30304,114403,1696
30305,114404,317
30306,114405,1082
30307,114406,294
30308,114407,156
30309,114408,294
30310,114410,122
30311,114411,97
30312,114412,580
30313,114413,164
30314,114420,672
30318,114434,1503
30319,114435,455
30320,114438,401
30321,114439,476
30322,114440,237
30323,114442,96
30325,114445,314
30326,114446,393
30327,114447,200
30328,114448,345
30329,114449,345
30330,114450,462
30331,114452,219
30332,114453,241
30333,114454,957
30334,114455,169
30335,114457,628
30336,114458,313
30337,114459,313
30338,114460,710
30339,114462,589
30340,114463,143
30341,114465,957
30342,114466,278
30343,114467,379
30344,114468,83
30345,114470,355
30346,114473,105
30347,114477,294
30348,114481,824
30349,114484,1062
30350,114486,25
30352,114492,422
30354,114495,369
30356,114497,605
30357,114498,922
30358,114503,705
30360,114507,383
30361,114508,152
30362,114512,1299
30363,114513,798
30364,114514,1092
30365,114515,1947
30366,114515,1947
30367,114516,1947
30368,114516,1947
30369,114517,1947
30370,114517,1947
30371,114518,1947
30372,114518,1947
30373,114519,581
30374,114520,581
30375,114521,140
30376,114522,140
30377,114523,159
30378,114524,159
30379,114525,232
30380,114526,232
30381,114527,232
30382,114528,1356
30383,114529,1356
30384,114530,453
30385,114531,453
30386,114532,453
30387,114533,453
30388,114534,652
30389,114535,652
30390,114536,856
30391,114537,134
30393,114540,606
30394,114541,1364
30395,114541,1364
30397,114543,599
30400,114568,361
30402,114573,215
30403,114574,2145
30404,114577,417
30405,114580,2832
30406,116138,334
30407,116142,187
30408,116143,579
30410,116145,318
30412,116148,87
30413,116152,290
30414,116153,407
30415,116162,383
30416,116163,612
30417,116165,165
30418,116166,4667
30419,116167,368
30420,116168,410
30421,116177,665
30422,116179,156
30423,116184,2066
30424,116187,1338
30425,116191,267
30426,116208,520
30427,116209,591
30428,116210,179
30429,116212,601
30430,116213,1065
30431,116250,619
30432,116258,421
30433,116259,330
30434,116263,432
30435,116267,583
30436,116281,849
30437,116282,454
30438,116309,5157
30439,116317,419
30440,116331,516
30441,116333,455
30442,116340,200
30443,116341,305
30445,116354,374
30446,116358,5639
30447,116360,3808
30448,116361,332
30451,116364,2879
30452,116365,262
30453,116366,4296
30454,116373,315
30455,116374,730
30456,116375,297
30457,116376,367
30458,116377,299
30459,116380,355
30460,116384,58
30461,116385,715
30462,116397,50
30463,116398,453
30464,116405,323
30465,116406,611
30467,116410,426
30468,116411,426
30469,116412,281
30470,116413,281
30471,116414,787
30472,116415,787
30473,116416,787
30474,116417,787
30475,116418,787
30476,116419,787
30477,116420,787
30478,116421,787
30479,116422,787
30480,116423,787
30481,116424,787
30482,116425,787
30483,116426,787
30484,116427,787
30485,116428,201
30486,116429,129
30487,116430,129
30489,116432,1799
30490,116433,1799
30491,116434,201
30492,116435,201
30494,116438,3151
30496,116441,2393
30497,116442,246
30498,116444,253
30499,116458,798
30500,116464,3193
30501,116465,3617
30502,116466,388
30503,116483,484
30504,116490,330
30505,116493,401
30506,116494,191
30507,116500,384
30508,116501,384
30509,116502,384
30510,116503,384
30511,116533,349
30512,116534,355
30513,116535,355
30514,116536,355
30515,116539,81
30516,116559,259
30517,116569,201
30518,116570,201
30519,116571,201
30520,116572,201
30521,116573,201
30522,116578,880
30523,116580,611
30524,116581,611
30525,116582,611
30526,116583,611
30527,116584,611
30528,116585,611
30529,116586,611
30530,116587,611
30531,116588,611
30532,116589,611
30533,116590,611
30534,116591,611
30536,116593,611
30537,116594,1157
30538,116595,1157
30539,116596,1157
30540,116597,1157
30541,116598,1157
30542,116599,1157
30543,116600,1157
30544,116601,1157
30545,116602,1157
30546,116603,1157
30547,116604,1157
30548,116605,1157
30549,116606,1157
30550,116607,1157
30551,116608,1157
30552,116609,1157
30553,116610,1157
30554,116611,1157
30555,116612,1157
30556,116613,1157
30557,116614,1157
30558,116615,554
30559,116616,554
30560,116617,643
30561,116618,643
30562,116619,643
30563,116621,1157
30564,116622,1157
30565,116623,1157
30566,116624,611
30567,116625,798
30568,116626,611
30569,116634,169
30570,116636,169
30571,116637,169
30572,116638,169
30573,116639,169
30574,116640,169
30575,116641,169
30576,116642,169
30577,116643,169
30578,116644,169
30579,116645,169
30580,116646,169
30581,116647,169
30582,116648,169
30583,116649,169
30584,116652,798
30585,116655,611
30586,116720,319
30587,116743,643
30588,116744,201
30589,116745,201
30590,116751,739
30591,116752,739
30592,116753,611
30593,116759,320
30594,116762,926
30595,116764,498
30596,116765,498
30597,116766,498
30598,116776,561
30599,116777,561
30600,116778,561
30601,116779,561
30602,116780,561
30603,116781,561
30604,116782,561
30605,116783,561
30606,116784,561
30607,116785,561
30608,116786,561
30609,116787,561
30610,116788,561
30611,116789,561
30612,116790,561
30613,116791,561
30614,116792,561
30615,116793,561
30616,116794,561
30617,116795,561
30618,116796,561
30619,116797,561
30620,116798,561
30621,116799,561
30622,116800,561
30623,116801,561
30624,116802,561
30625,116803,561
30626,116804,561
30627,116805,561
30628,116806,561
30629,116807,561
30630,116808,561
30631,116809,561
30632,116810,561
30633,116811,561
30634,116812,561
30635,116813,561
30636,116814,561
30637,116815,561
30638,116816,561
30639,116817,561
30640,116818,270
30641,116819,561
30642,116820,561
30643,116821,561
30644,116822,561
30645,116823,561
30646,116824,561
30647,116825,561
30648,116826,561
30649,116827,561
30650,116828,561
30651,116829,561
30652,116830,561
30653,116831,561
30654,116832,561
30655,116839,107
30656,116867,306
30657,116869,723
30658,116872,611
30659,116873,611
30660,116874,611
30661,116875,611
30662,116878,543
30663,116881,611
30664,116886,803
30665,116888,611
30666,116890,502
30667,116891,152
30668,116892,342
30669,116893,342
30670,116894,342
30671,116895,342
30673,116897,238
30674,116898,241
30675,116899,949
30676,116907,629
30679,116911,24
30680,116914,581
30681,116916,405
30682,116917,425
30684,116919,2873
30685,116923,187
30686,116924,1030
30688,116926,161
30689,116927,655
30690,116930,278
30693,116936,91
30694,116937,1636
30695,116938,333
30696,116941,186
30697,116942,325
30698,116943,70
30699,116944,1
30700,116945,278
30703,116950,779
30704,116951,593
30705,116952,162
30707,116954,546
30708,116955,629
30709,116957,283
30710,116966,188
30711,116971,689
30712,116973,313
30713,116974,1139
30714,116975,250
30715,116977,164
30716,116982,472
30719,116987,712
30720,116988,385
30721,116989,1651
30723,116991,456
30725,116993,2556
30727,116995,1121
30728,116997,696
30729,116998,1121
30730,117009,3622
30731,117013,486
30732,117014,486
30733,117015,181
30735,117025,402
30736,117026,3266
30737,117030,3525
30738,117035,2812
30739,117037,1938
30740,117038,200
30741,117039,395
30743,117054,499
30744,117055,755
30745,117056,171
30748,117105,362
30749,117150,314
30750,117154,310
30753,117170,1028
30754,117179,607
30755,117182,1103
30757,117184,702
30758,117200,498
30759,117201,498
30760,117213,798
30762,117227,3019
30764,117239,1218
30765,117276,655
30766,117277,401
30767,117278,401
30768,117279,401
30769,117281,109
30770,117282,401
30771,117283,3339
30772,117285,401
30773,117286,401
30774,117288,737
30775,117293,265
30776,117298,2418
30777,117301,1451
30778,117301,1451
30779,117302,798
30780,117303,980
30781,117304,385
30782,117305,980
30783,117306,385
30784,117307,980
30785,117310,980
30786,117311,2418
30787,117312,980
30788,117313,980
30789,117314,980
30790,117316,980
30791,117318,980
30792,117319,980
30793,117320,2418
30794,117321,980
30795,117323,980
30796,117324,980
30797,117330,798
30799,117345,561
30800,117448,72
30801,117453,309
30805,117529,798
30806,117533,798
30807,117536,611
30808,117537,611
30809,117538,201
30810,117539,201
30811,117540,290
30812,117542,201
30813,117543,201
30814,117544,201
30815,117545,611
30816,117546,611
30817,117547,611
